eu5_modifier,eu5_localization,eu5_category,eu5_type,eu5_format,
succession_crisis_price_cost_modifier,Succession Crisis Actions Price Cost Modifier,country,multiplicative,"percent, bad",
supply_depot_capacity,Supply Depot Capacity,country,,good,
take_on_debt_cost_modifier,Take On Debt Cost Modifier,country,multiplicative,"percent, bad",
target_of_military_sponsorships,May be Target of Military Sponsorships,country,boolean,good,
tatar_yoke_contribution_price_cost_modifier,Weather the Western Schism,country,multiplicative,"percent, bad",
tatar_yoke_leader_payments_price_cost_modifier,Yoke Payments,country,multiplicative,"percent, bad",
tax_income_efficiency,Tax Efficiency,country,,"percent, good",
themata_bureaucracy_impact_modifier,Thémata Impact,country,multiplicative,"percent, good",
third_rome_cost_modifier,Third Rome Cost,country,multiplicative,"percent, bad",
tithe_cost_modifier,Tithe Cost Modifier,country,multiplicative,"percent, bad",
tithe_price_cost_modifier,Tithe Cost Modifier,country,multiplicative,"percent, bad",
tolerance_heathen,Tolerance of Heathen Beliefs,country,,good,
tolerance_heretic,Tolerance of Heretical Beliefs,country,,good,
tolerance_own,Tolerance of the True Faith,country,,good,
total_loan_capacity_modifier,Total Loan Capacity,country,multiplicative,"percent, good",
town_upgrade_cost_modifier,Founding Town Cost,country,multiplicative,"percent, bad",
trade_company_headquarters_level,Max Level of Trade Company Headquarters,country,,good,
trade_importance_modifier,Trade Importance Modifier,country,multiplicative,good,
trade_income,Trade Income,country,,"percent, good",
trade_isolation,Foreigners Banned from Imports and Exports,country,boolean,good,
trade_land_efficiency,Trade Land Efficiency,country,,"percent, good",
trade_range,Trade Range,country,,good,
trade_range_modifier,Trade Range,country,multiplicative,"percent, good",
trade_sea_efficiency,Trade Sea Efficiency,country,,"percent, good",
train_admiral_ability,Increased Admiral Ability,country,,good,
train_admiral_cost_modifier,Train Admiral Cost,country,multiplicative,"percent, bad",
train_general_ability,Increased General Ability,country,,good,
train_general_cost_modifier,Train General Cost,country,multiplicative,"percent, bad",
transfer_subject_price_cost_modifier,Transfer Subject Cost Modifier,country,multiplicative,"percent, bad",
treasure_voyage_cargo_size_modifier,Treasure Voyage Cargo Size Modifier,country,multiplicative,"percent, good",
tribes_estate_agenda_impact,Agenda Impact for Tribes,"country, estate",,"percent, good",
tribes_estate_levy_size,Tribes Levy Size,"country, estate",,"percent, good",
tribes_estate_max_tax,Maximum Tax for Tribes,"country, estate",,"percent, good",
tribes_estate_min_tax,Minimum Tax for Tribes,"country, estate",,"percent, good",
tribes_estate_satisfaction_decay,Tribes Satisfaction Decay,"country, estate",,"percent, neutral",
tribes_estate_satisfaction_recovery,Tribes Satisfaction Recovery,"country, estate",,"percent, neutral",
tribes_estate_target_satisfaction,Tribes Satisfaction Equilibrium,"country, estate",,"percent, good",
tribute_payment_received_modifier,Middle Kingdom Tribute Received Modifier,country,multiplicative,"percent, good",
trust_decay,Trust Decay Modifier,country,,bad,
trust_recovery,Trust Recovery Modifier,country,,good,
uc_bey_pays_cost_modifier,Income from Uç Beys,country,multiplicative,"percent, good",
unemployed_slave_promotion,Unemployed Slave Promotion,country,,"percent, good",
union_blocked_from_declaring_war,Blocked from Declaring War outside of Union,country,boolean,bad,
union_contribution_price_cost_modifier,Union Contribution Cost Modifier,country,multiplicative,"percent, bad",
university_construction_blocked,Cannot Construct Universities,country,boolean,bad,
unlock_prikazi_reform_cabinet_actions,Unlock Prikazi Cabinet Actions,country,boolean,good,
violate_treaty_of_tordesillas_cost_modifier,Violate the Treaty,country,multiplicative,"percent, good",
war_breaking_truce_cost_modifier,War Breaking Truce Cost,country,multiplicative,"percent, bad",
war_breaking_truce_with_guarantor_cost_modifier,War breaking Truce with Guarantor Cost,country,multiplicative,"percent, bad",
war_declaration_stab_hit_tolerance,War Declaration Stability Hit Tolerance,country,,good,
war_declaration_war_exhaustion_tolerance,War Declaration War-Exhaustion Tolerance,country,,good,
war_good_relations_cost_modifier,War when Good Relations Cost,country,multiplicative,"percent, bad",
war_great_relations_cost_modifier,War when Great Relations Cost,country,multiplicative,"percent, bad",
war_no_cb_cost_modifier,War with No Casus Belli Cost,country,multiplicative,"percent, bad",
war_on_different_religion_cost_modifier,War on Different Religion Penalty,country,multiplicative,"percent, bad",
war_on_same_religion_cb_cost_modifier,War on Same Religion Penalty,country,multiplicative,"percent, bad",
war_on_same_religion_no_cb_cost_modifier,Unjustified War on Same Religion Penalty,country,multiplicative,"percent, bad",
war_on_subject_cost_modifier,War on Subject Penalty,country,multiplicative,"percent, bad",
war_score_vs_other_religion_efficiency,War Score vs other Religion Efficiency,country,,"percent, good",
war_when_military_acces_cost_modifier,War when Military Access Cost,country,multiplicative,"percent, bad",
western_schism_gold_actions_price_cost_modifier,Weather the Western Schism,country,multiplicative,"percent, bad",
western_schism_ri_actions_price_cost_modifier,Influence the Western Schism,country,multiplicative,"percent, bad",
wetlands_proximity_impact,Wetlands Proximity Impact,country,,"percent, bad",
wetlands_wasteland_proximity_impact,Wetlands Wasteland Proximity Impact,country,,"percent, bad",
win_war_chance_threshold,Win War Chance Threshold,country,,"percent, good",
wrong_culture_levy_size,Non-Culture Levy Size,country,,"percent, good",
