eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
,max_admiral_shock,none,EU4 admiral pip max - no EU5 equivalent,,,,,Navy,Adds to the max amounts of shock pips a leader can have.,Additive
,max_admiral_siege,none,EU4 admiral pip max - no EU5 equivalent,,,,,Navy,Adds to the max amounts of siege pips a leader can have.,Additive
,global_naval_barrage_cost,none,EU4 naval barrage action cost - no EU5 equivalent,,,,,Navy,Modifies the cost for using the ‘Naval Barrage’ action.,Multiplicative
,flagship_cost,none,EU4 flagship cost - no EU5 equivalent (EU5 removed flagships),,,,,Navy,Modifies the cost of building a flagship.,Multiplicative
,disengagement_chance,none,EU4 disengagement chance - no EU5 equivalent,,,,,Navy,Modifies the chance of disengagement for ships during battle.,Multiplicative
,transport_attrition,none,EU4 transport attrition - no EU5 equivalent,,,,,Navy,Modifies the attrition units takes while being on ships.,Multiplicative
,landing_penalty,none,EU4 landing combat penalty - no EU5 equivalent,,,,,Navy,Adds to the combat penalty when landing.,Additive
,may_perform_slave_raid,none,EU4 slave raid permission (EU5 has auto_slave_raid),,,,,Navy,Allows ships to perform slave raids.,Constant
,may_perform_slave_raid_on_same_religion,none,EU4 slave raid same religion - no EU5 equivalent,,,,,Navy,Grants the abiliy to conduct slave raids against nations that share the same religion.,Constant
,coast_raid_range,none,EU4 coast raid range - no EU5 equivalent,,,,,Navy,Adds to the amounts of sea tiles a country can raid in.,Additive
,sea_repair,none,EU4 sea repair permission - partially covered by ship_repair_at_sea,,,,,Navy,Allows ships to repair in coastal sea zones adjacent to owned provinces.,Constant
,movement_speed_in_fleet_modifier,none,EU4 fleet movement speed - partially matched to navy_movement_speed,,,,,Navy,Modifies the movement speed for ships.,Additive
,max_flagships,none,EU4 max flagships - no EU5 equivalent,,,,,Navy,Adds to the number of flagships a country can have at the same time.,Additive
,number_of_cannons,none,EU4 ship cannons - no EU5 equivalent,,,,,Navy,Adds to the number of cannons for all ships.,Additive
,number_of_cannons_modifier,none,EU4 ship cannons modifier - no EU5 equivalent,,,,,Navy,Modifies the number of cannons for all ships.,Multiplicative
,heavy_ship_number_of_cannons_modifier,none,EU4 heavy ship cannons - no EU5 equivalent,,,,,Navy,Modifies the number of cannons for heavy ships.,Multiplicative
,light_ship_number_of_cannons_modifier,none,EU4 light ship cannons - no EU5 equivalent,,,,,Navy,Modifies the number of cannons for light ships.,Multiplicative
,galley_number_of_cannons_modifier,none,EU4 galley cannons - no EU5 equivalent,,,,,Navy,Modifies the number of cannons for galley ships.,Multiplicative
,transport_number_of_cannons_modifier,none,EU4 transport cannons - no EU5 equivalent,,,,,Navy,Modifies the number of cannons for transport ships.,Multiplicative
,hull_size,none,EU4 ship hull size - no EU5 equivalent,,,,,Navy,Adds to the hull size of all ships.,Additive
,hull_size_modifier,none,EU4 hull size modifier - no EU5 equivalent,,,,,Navy,Modifies the hull size of all ships.,Multiplicative
,heavy_ship_hull_size_modifier,none,EU4 heavy ship hull - no EU5 equivalent,,,,,Navy,Modifies the hull size of heavy ships.,Multiplicative
,light_ship_hull_size_modifier,none,EU4 light ship hull - no EU5 equivalent,,,,,Navy,Modifies the hull size of light ships.,Multiplicative
,galley_hull_size_modifier,none,EU4 galley hull - no EU5 equivalent,,,,,Navy,Modifies the hull size of galley ships.,Multiplicative
,transport_hull_size_modifier,none,EU4 transport hull - no EU5 equivalent,,,,,Navy,Modifies the hull size of transport ships.,Multiplicative
,engagement_cost,none,EU4 engagement width per ship - no EU5 equivalent,,,,,Navy,Adds to the engagement width occupied by a ship.,Additive
,engagement_cost_modifier,none,EU4 engagement width modifier - no EU5 equivalent,,,,,Navy,Modifies the engagement width occupied by a ship.,Multiplicative
,ship_trade_power,none,EU4 ship trade power - no EU5 equivalent,,,,,Navy,Adds to the trade power of ships. Only works properly with unit scope.,Additive
,ship_trade_power_modifier,none,EU4 ship trade power modifier - no EU5 equivalent,,,,,Navy,Modifies the trade power of ships. Only works properly with unit scope.,Multiplicative
,can_transport_units,none,EU4 non-transport ships transport ability - no EU5 equivalent,,,,,Navy,Allows non-transport ships to transport land units. Only works properly with unit scope.,Constant
,admiral_skill_gain_modifier,none,EU4 flagship-related admiral skill - no EU5 equivalent,,,,,Flagships,The monthly chance that an admiral gains a pip while he is assigned to a fleet that is on a mission and contains a flagship with this modifier,Additive
,flagship_durability,none,EU4 flagship modifier - no EU5 equivalent,,,,,Flagships,Modifies the ship durability for the flagship.,Multiplicative
,flagship_morale,none,EU4 flagship modifier - no EU5 equivalent,,,,,Flagships,Modifies the naval morale for the flagship.,Multiplicative
,flagship_naval_engagement_modifier,none,EU4 flagship modifier - no EU5 equivalent,,,,,Flagships,Modifies the fleet engagement width of the flagship's fleet.,Additive
,movement_speed_onto_off_boat_modifier,none,EU4 flagship disembark modifier - partially matches army_disembark_speed,,,,,Flagships,Modifies the speed at which troops disembark off ships into provinces.,Multiplicative
,flagship_landing_penalty,none,EU4 flagship landing - no EU5 equivalent,,,,,Flagships,Modifies the disembarkment penalty for the flagship.,Multiplicative
,number_of_cannons_flagship_modifier,none,EU4 flagship cannons - no EU5 equivalent,,,,,Flagships,Modifies the number of cannons for the flagship.,Multiplicative
,number_of_cannons_flagship,none,EU4 flagship cannons - no EU5 equivalent,,,,,Flagships,Modifies the number of cannons for the flagship.,Additive
,naval_maintenance_flagship_modifier,none,EU4 flagship maintenance - no EU5 equivalent,,,,,Flagships,Modifies the naval maintenance for the flagship.,Multiplicative
,trade_power_in_fleet_modifier,none,EU4 flagship fleet trade - no EU5 equivalent,,,,,Flagships,Modifies the trade power conferred by the flagship and all other ships within its fleet.,Multiplicative
,morale_in_fleet_modifier,none,EU4 flagship fleet morale - no EU5 equivalent,,,,,Flagships,Modifies the naval morale for the flagship and all other ships within its fleet.,Multiplicative
,blockade_impact_on_siege_in_fleet_modifier,none,EU4 flagship blockade impact - no EU5 equivalent,,,,,Flagships,Modifies the blockade impact of the flagship and all other ships within its fleet.,Multiplicative
,exploration_mission_range_in_fleet_modifier,none,EU4 flagship exploration range - no EU5 equivalent,,,,,Flagships,Modifies the exploration mission range for the flagship and all other ships within its fleet.,Additive
,barrage_cost_in_fleet_modifier,none,EU4 flagship barrage cost - no EU5 equivalent,,,,,Flagships,Modifies the ‘Naval Barrage’ action cost for the flagship and all other ships within its fleet.,Multiplicative
,naval_attrition_in_fleet_modifier,none,EU4 flagship attrition - no EU5 equivalent,,,,,Flagships,Modifies the naval attrition suffered by the flagship and all other ships within its fleet.,Multiplicative
,privateering_efficiency_in_fleet_modifier,none,EU4 flagship privateer efficiency - no EU5 equivalent,,,,,Flagships,Modifies the privateering efficiency of the flagship and all other ships within its fleet.,Multiplicative
,prestige_from_battles_in_fleet_modifier,none,EU4 flagship prestige - no EU5 equivalent,,,,,Flagships,Modifies the amount of prestige gained from battles for the flagship and all other ships within its fleet.,Multiplicative
,naval_tradition_in_fleet_modifier,none,EU4 flagship tradition - no EU5 equivalent,,,,,Flagships,Modifies the amount of Naval Tradition gained from battles for the flagship and all other ships within its fleet.,Multiplicative
,cannons_for_hunting_pirates_in_fleet,none,EU4 flagship pirate hunting - no EU5 equivalent,,,,,Flagships,Modifies the amount of cannons for the flagship and all other ships within its fleet while on the Hunting Pirates mission.,Multiplicative
,has_geobukseon,none,EU4 Geobukseon ships - no EU5 equivalent,,,,,Special Ships,"Allows the usage of Geobukseon ships. It also requires the province to have the ""local_has_geobukseon = yes"" modifier.",Constant
,allowed_geobukseon_fraction,none,EU4 Geobukseon fraction - no EU5 equivalent,,,,,Special Ships,Modifies the amount of geobukseon that can be recruited.,Multiplicative
,amount_of_geobukseon,none,EU4 Geobukseon amount - no EU5 equivalent,,,,,Special Ships,Adds to the maximum amount of Geobukseon ships available.,Additive
,has_galleass,none,EU4 Galleass ships - no EU5 equivalent,,,,,Special Ships,"Allows the usage of Galleass ships. It also requires the province to have the ""local_has_galleass = yes"" modifier.",Constant
,allowed_galleass_fraction,none,EU4 Galleass fraction - no EU5 equivalent,,,,,Special Ships,Modifies the amount of galleasses that can be recruited.,Multiplicative
,amount_of_galleass,none,EU4 Galleass amount - no EU5 equivalent,,,,,Special Ships,Adds to the maximum amount of Galleas ships available.,Additive
,has_voc_indiamen,none,EU4 VOC Indiamen ships - no EU5 equivalent,,,,,Special Ships,"Allows the usage of VOC Indiaman ships. It also requires the province to have the ""local_has_voc_indiamen = yes"" modifier.",Constant
,allowed_voc_indiamen_fraction,none,EU4 VOC Indiamen fraction - no EU5 equivalent,,,,,Special Ships,Modifies the amount of VOC indiamen that can be recruited.,Multiplicative
,amount_of_voc_indiamen,none,EU4 VOC Indiamen amount - no EU5 equivalent,,,,,Special Ships,Adds to the maximum amount of VOC Indiaman ships available.,Additive
,has_man_of_war,none,EU4 Man of War ships - no EU5 equivalent,,,,,Special Ships,"Allows the usage of Man of War ships. It also requires the province to have the ""local_has_man_of_war = yes"" modifier.",Constant
,allowed_man_of_war_fraction,none,EU4 Man of War fraction - no EU5 equivalent,,,,,Special Ships,Modifies the amount of men of war that can be recruited.,Multiplicative
,amount_of_man_of_war,none,EU4 Man of War amount - no EU5 equivalent,,,,,Special Ships,Adds to the maximum amount of Man of War ships available.,Additive
,has_galleon,none,EU4 Galleon ships - no EU5 equivalent,,,,,Special Ships,"Allows the usage of Galleon ships. It also requires the province to have the ""local_has_galleon = yes"" modifier.",Constant
,allowed_galleon_fraction,none,EU4 Galleon fraction - no EU5 equivalent,,,,,Special Ships,Modifies the amount of galleons that can be recruited.,Multiplicative
,amount_of_galleon,none,EU4 Galleon amount - no EU5 equivalent,,,,,Special Ships,Adds to the maximum amount of Galleon ships available.,Additive
,has_caravel,none,EU4 Caravel ships - no EU5 equivalent,,,,,Special Ships,"Allows the usage of Caravel ships. It also requires the province to have the ""local_has_caravel = yes"" modifier.",Constant
,allowed_caravel_fraction,none,EU4 Caravel fraction - no EU5 equivalent,,,,,Special Ships,Modifies the amount of caravels that can be recruited.,Multiplicative
,amount_of_caravel,none,EU4 Caravel amount - no EU5 equivalent,,,,,Special Ships,Adds to the maximum amount of Caravel ships available.,Additive
,envoy_travel_time,none,EU4 diplomat/merchant/colonist travel time - no EU5 equivalent,,,,,Diplomacy,"Modifies diplomat, merchant, and colonist travel time during actions.",Multiplicative
,province_warscore_cost,none,EU4 province warscore cost - no EU5 equivalent,,,,,Diplomacy,Modifies the warscore cost for taking provinces.,Multiplicative
,accept_vassalization_reasons,none,Already matched to EU5 accept_subjugation_reasons,,,,,Diplomacy,Gives reasons to accept vassalization.,Additive
,transfer_trade_power_reasons,none,EU4 transfer trade reasons - no EU5 equivalent,,,,,Diplomacy,Gives reasons to transfer trade.,Additive
,monthly_federation_favor_growth,none,EU4 native federation favor - no EU5 equivalent,,,,,Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
,monthly_favor_modifier,none,EU4 favors gained modifier - no EU5 equivalent,,,,,Diplomacy,Modifies the amount of favour gained by the country.,Multiplicative
,cb_on_overseas,none,EU4 overseas CB - no EU5 equivalent,,,,,Diplomacy,Allows claims to be fabricated on overseas provinces in trade company regions.,Constant
,idea_claim_colonies,none,EU4 colonial claim CB - no EU5 equivalent,,,,,Diplomacy,Allows claims to be fabricated on overseas provinces in colonial regions that are owned by another nation that is also overseas.,Constant
,cb_on_government_enemies,none,EU4 government enemies CB flag - no EU5 equivalent,,,,,Diplomacy,Acts a visible script flag. Can be checked in triggers with cb_on_government_enemies = yes,Constant
,cb_on_religious_enemies,none,EU4 religious enemies CB flag - no EU5 equivalent,,,,,Diplomacy,Acts a visible script flag. Can be checked in triggers with cb_on_religious_enemies = yes,Constant
,reduced_stab_impacts,none,EU4 stab hit reduction on diplo - no EU5 equivalent,,,,,Diplomacy,Reduces the stability hits when taking diplomatic actions that cause them (i.e. 'Break Marriage').,Constant
,can_fabricate_for_vassals,none,EU4 fabricate for vassals - no EU5 equivalent,,,,,Diplomacy,Grants the ability to fabricate claims for vassals.,Constant
,state_maintenance_modifier,none,EU4 state maintenance - no EU5 equivalent (EU5 removed states),,,,,Economy,Modifies the maintenance cost for states.,Multiplicative
,inflation_action_cost,none,EU4 reduce inflation cost - no EU5 equivalent,,,,,Economy,Modifies the administrative power cost for reducing inflation.,Multiplicative
,may_not_reduce_inflation,none,EU4 inflation reduction block - no EU5 equivalent,,,,,Economy,Forbids a country to use the 'Reduce Inflation' button.,Constant
,inflation_reduction,none,EU4 yearly inflation reduction - no EU5 equivalent,,,,,Economy,Adds to the base yearly inflation reduction rate.,Additive
,monthly_gold_inflation_modifier,none,EU4 gold mine inflation - no EU5 equivalent,,,,,Economy,Modifies the amount of inflation generated by gold mines.,Multiplicative
,gold_depletion_chance_modifier,none,EU4 gold mine depletion - no EU5 equivalent,,,,,Economy,Modifies the depletation chance of a gold mine.,Multiplicative
,can_not_build_buildings,none,EU4 building block - no EU5 equivalent,,,,,Economy,Forbids a country to build buildings,Constant
,development_cost,none,EU4 development cost - no EU5 equivalent (EU5 removed dev clicking),,,,,Economy,Modifies the development cost for provinces.,Multiplicative
,development_cost_in_primary_culture,none,EU4 dev cost primary culture - no EU5 equivalent,,,,,Economy,Modifies the development cost for provinces of primary culture.,Multiplicative
,development_cost_modifier,none,EU4 development cost modifier - no EU5 equivalent,,,,,Economy,"Modifies the base Development Cost Modifier. ""Development Cost Modifier"" was called ""Development Efficiency"" before 1.34",Multiplicative
,tribal_development_growth,none,EU4 tribal dev growth - no EU5 equivalent,,,,,Economy,Adds to the growth of tribal development,Additive
,add_tribal_land_cost,none,EU4 add tribal land - no EU5 equivalent,,,,,Economy,Modifies the cost of adding tribal land.,Multiplicative
,global_allowed_num_of_buildings,none,EU4 building slots - no EU5 equivalent,,,,,Economy,Adds to the number of allowed buildings in every owned province.,Additive
,global_allowed_num_of_manufactories,none,EU4 manufactory slots - no EU5 equivalent,,,,,Economy,Adds to the number of allowed manufactories in every owned province.,Additive
,great_project_upgrade_cost,none,EU4 great project upgrade - no EU5 equivalent,,,,,Economy,Modifies all great project upgrade costs.,Multiplicative
,great_project_upgrade_time,none,EU4 great project time - no EU5 equivalent,,,,,Economy,Modifies the time needed to upgrade a great project.,Multiplicative
,global_monthly_devastation,none,EU4 monthly devastation - no EU5 equivalent,,,,,Economy,Adds to the devastation rate in all provinces.,Additive
,administrative_efficiency,none,EU4 admin efficiency - partially covered by global_integration_speed_modifier & diplomatic_annexation_cost,,,,,Economy,"Modifies the base core creation cost, diplo-annexation costs and the impact of province development on overextension and warscore cost.",Multiplicative
,free_concentrate_development,none,EU4 free develop concentration - no EU5 equivalent,,,,,Economy,Allows a country to concentrate development without the cost.,Constant
,expand_infrastructure_cost_modifier,none,EU4 expand infrastructure - no EU5 equivalent,,,,,Economy,Modifies the adm and government reform progress cost for expanding infrastructure.,Multiplicative
,centralize_state_cost,none,EU4 centralize state - no EU5 equivalent,,,,,Economy,Modifies the adm and government reform progress cost for centralizing a state.,Multiplicative
,core_creation,none,EU4 core creation cost - no EU5 equivalent,,,,,Core Creation,Modifies the base core creation cost.,Multiplicative
,core_decay_on_your_own,none,EU4 core decay - no EU5 equivalent,,,,,Core Creation,Modifies the rate at which the cores of a country will decay when under the ownership of a different country.,Multiplicative
,enemy_core_creation,none,EU4 enemy core creation - no EU5 equivalent,,,,,Core Creation,Modifies the cost of coring provinces for enemies that have your cores.,Multiplicative
,ignore_coring_distance,none,EU4 coring distance - no EU5 equivalent,,,,,Core Creation,"Allows coring in any uncored province, regardless of distance.",Constant
,idea_cost,none,EU4 idea cost - no EU5 equivalent (EU5 removed ideas),,,,,Technology,Modifies the monarch power cost of purchasable ideas.,Multiplicative
,institution_spread_from_true_faith,none,EU4 institution spread from faith - no EU5 equivalent,,,,,Technology,Modifies the rate of spread for institutions in owned provinces following the owner's religion.,Multiplicative
,native_advancement_cost,none,EU4 native advancement - no EU5 equivalent,,,,,Technology,Modifies the monarch power cost of native advancements.,Multiplicative
,all_power_cost,none,EU4 all monarch power cost - no EU5 equivalent (EU5 removed monarch power),,,,,Technology,Modifies the monarch power cost of every action that costs monarch power.,Multiplicative
,innovativeness_gain,none,EU4 innovativeness gain - no EU5 equivalent,,,,,Technology,Modifies the amount of innovativeness gained.,Multiplicative
,yearly_innovativeness,none,EU4 yearly innovativeness - no EU5 equivalent,,,,,Technology,Adds to the yearly rate of innovativeness.,Additive
,free_adm_policy,none,EU4 free admin policy - no EU5 equivalent,,,,,Technology,Modifies the amount of free administrative policies.,Additive
,free_dip_policy,none,EU4 free dip policy - no EU5 equivalent,,,,,Technology,Modifies the amount of free diplomatic policies.,Additive
,free_mil_policy,none,EU4 free mil policy - no EU5 equivalent,,,,,Technology,Modifies the amount of free military policies.,Additive
,possible_adm_policy,none,EU4 admin policy slots - no EU5 equivalent,,,,,Technology,Modifies the amount of administrative policy slots.,Additive
,possible_dip_policy,none,EU4 dip policy slots - no EU5 equivalent,,,,,Technology,Modifies the amount of diplomatic policy slots.,Additive
,possible_mil_policy,none,EU4 mil policy slots - no EU5 equivalent,,,,,Technology,Modifies the amount of military policy slots.,Additive
,possible_policy,none,EU4 all policy slots - no EU5 equivalent,,,,,Technology,Modifies the amount of all policy slots.,Additive
,free_policy,none,EU4 all free policies - no EU5 equivalent,,,,,Technology,Modifies the amount of all free policies.,Additive
,country_admin_power,none,EU4 monthly admin power - no EU5 equivalent (EU5 removed monarch power),,,,,Technology,Modifies the monthly administrative power a country generates.,Additive
,country_diplomatic_power,none,EU4 monthly dip power - no EU5 equivalent,,,,,Technology,Modifies the monthly diplomatic power a country generates.,Additive
,country_military_power,none,EU4 monthly mil power - no EU5 equivalent,,,,,Technology,Modifies the monthly military power a country generates.,Additive
,monthly_splendor,none,EU4 splendor points - no EU5 equivalent,,,,,Court,Adds to the monthly rate of splendor points.,Additive
,yearly_corruption,none,EU4 yearly corruption - no EU5 equivalent,,,,,Court,Adds to the yearly rate of corruption.,Additive
,same_culture_advisor_cost,none,EU4 same culture advisor cost - no EU5 equivalent,,,,,Court,Modifies the advisor cost for advisors that share the same culture as the country's court they're in.,Multiplicative
,same_religion_advisor_cost,none,EU4 same religion advisor cost - no EU5 equivalent,,,,,Court,Modifies the advisor cost for advisors that share the same religion as the country's court they're in.,Multiplicative
,advisor_pool,none,EU4 advisor pool size - no EU5 equivalent,,,,,Court,Adds to the pool size for advisors.,Additive
,female_advisor_chance,none,EU4 female advisor chance - no EU5 equivalent,,,,,Court,Modifies the base chance rate for female advisors.,Multiplicative
,heir_chance,none,EU4 heir generation chance - no EU5 equivalent,,,,,Court,Modifies the base chance for an heir during the heir generation tick.,Multiplicative
,monthly_heir_claim_increase,none,EU4 heir claim increase - no EU5 equivalent,,,,,Court,Adds to the monthly change of heir claim.,Additive
,monthly_heir_claim_increase_modifier,none,EU4 heir claim modifier - no EU5 equivalent,,,,,Court,Modifies the monthly change of heir claim.,Multiplicative
,block_introduce_heir,none,EU4 introduce heir block - no EU5 equivalent,,,,,Court,Disallows the country to use the 'Introduce New Heir' interaction.,Constant
,monarch_admin_power,none,EU4 monarch ADM skill - no EU5 equivalent,,,,,Court,"Adds to the base ADM skill a ruler, heir and consort can be generated with. Does not affect rulers created with fixed = yes.",Additive
,monarch_diplomatic_power,none,EU4 monarch DIP skill - no EU5 equivalent,,,,,Court,"Adds to the base DIP skill a ruler, heir and consort can be generated with. Does not affect rulers created with fixed = yes.",Additive
,monarch_military_power,none,EU4 monarch MIL skill - no EU5 equivalent,,,,,Court,"Adds to the base MIL skill a ruler, heir and consort can be generated with. Does not affect rulers created with fixed = yes.",Additive
,adm_advisor_cost,none,EU4 admin advisor cost - no EU5 equivalent,,,,,Court,Modifies the cost of hiring an administrative advisor.,Multiplicative
,dip_advisor_cost,none,EU4 dip advisor cost - no EU5 equivalent,,,,,Court,Modifies the cost of hiring an diplomatic advisor.,Multiplicative
,mil_advisor_cost,none,EU4 mil advisor cost - no EU5 equivalent,,,,,Court,Modifies the cost of hiring an military advisor.,Multiplicative
,monthly_support_heir_gain,none,EU4 elective monarchy heir support - no EU5 equivalent,,,,,Court,Modifies the monthly gain in support for the heir of a country in a country that uses the ‘Elective Monarchy’ mechanics.,Multiplicative
,power_projection_from_insults,none,EU4 PP from insults - no EU5 equivalent,,,,,Court,Modifies the amount of power projection gained when using the ‘Insult’ diplomatic action.,Multiplicative
,local_heir_adm,none,EU4 elective heir ADM - no EU5 equivalent,,,,,Court,Adds to the base ADM skill that non-foreign heirs for Elective Monarchy can be generated with.,Additive
,local_heir_dip,none,EU4 elective heir DIP - no EU5 equivalent,,,,,Court,Adds to the base DIP skill that non-foreign heirs for Elective Monarchy can be generated with.,Additive
,local_heir_mil,none,EU4 elective heir MIL - no EU5 equivalent,,,,,Court,Adds to the base MIL skill that non-foreign heirs for Elective Monarchy can be generated with.,Additive
,national_focus_years,none,EU4 national focus cooldown - no EU5 equivalent,,,,,Court,Adds to the cooldown of setting the national focus,Additive
,yearly_absolutism,none,EU4 absolutism - no EU5 equivalent,,,,,Government,Adds to the yearly base rate of absolutism.,Additive
,max_absolutism,none,EU4 max absolutism - no EU5 equivalent,,,,,Government,Adds to the maximum value of absolutism. Internally absolutism bonuses do not scale above 100.,Additive
,max_absolutism_effect,none,EU4 max absolutism effect - no EU5 equivalent,,,,,Government,Modifies the maximum effect of absolutism on modifiers.,Multiplicative
,<government_power_type_id>_gain_modifier,none,EU4 gov power gain - no EU5 equivalent,,,,,Government,Modifies the gain of power from the add_government_power effect for governments with the particular mechanic.,Multiplicative
,monthly_<government_power_type_id>,none,EU4 gov mechanic power - no EU5 equivalent,,,,,Government,Adds to the monthly rate of power for governments with the particular mechanic.,Additive
,yearly_government_power,none,EU4 gov power yearly - no EU5 equivalent,,,,,Government,Adds to the yearly rate of power for governments with mechanics.,Additive
,<faction>_influence,none,EU4 faction influence - no EU5 equivalent,,,,,Government,Adds to the monthly rate of faction influence. Generated automatically for all factions in /Europa Universalis IV/common/factions.,Additive
,imperial_mandate,none,EU4 Chinese mandate - no EU5 equivalent,,,,,Government,Adds to the rate of Mandate gained per month.,Additive
,candidate_random_bonus,none,EU4 republic candidate bonus - no EU5 equivalent,,,,,Government,Adds to the randomized stats a republican candidate may receive during elections.,Additive
,reelection_cost,none,EU4 reelection cost - no EU5 equivalent,,,,,Government,Modifies the cost in Republican Tradition when re-electing candidates.,Multiplicative
,max_terms,none,EU4 max terms - no EU5 equivalent,,,,,Government,,Additive
,governing_capacity,none,EU4 governing capacity - no EU5 equivalent (EU5 removed states),,,,,Government,Adds to the base governing capacity.,Additive
,governing_capacity_modifier,none,EU4 governing capacity modifier - no EU5 equivalent,,,,,Government,Modifies the base governing capacity.,Multiplicative
,governing_cost,none,EU4 governing cost - no EU5 equivalent,,,,,Government,Modifies the governing capacity usage of all provinces.,Multiplicative
,state_governing_cost,none,EU4 state governing cost - no EU5 equivalent,,,,,Government,Modifies the governing capacity usage of states.,Multiplicative
,territories_governing_cost,none,EU4 territories governing cost - no EU5 equivalent,,,,,Government,Modifies the governing capacity usage of territories.,Multiplicative
,trade_company_governing_cost,none,EU4 trade company gov cost - no EU5 equivalent,,,,,Government,Modifies the governing capacity usage of trade companies.,Multiplicative
,state_governing_cost_increase,none,EU4 state gov cost increase - no EU5 equivalent,,,,,Government,Adds to the governing capacity usage of states.,Additive
,expand_administration_cost,none,EU4 expand admin cost - no EU5 equivalent,,,,,Government,Modifies the cost of the ‘Expand Administration’ action.,Multiplicative
,yearly_revolutionary_zeal,none,EU4 revolutionary zeal - no EU5 equivalent,,,,,Government,Adds to the yearly base rate of revolutionary zeal.,Additive
,max_revolutionary_zeal,none,EU4 max revolutionary zeal - no EU5 equivalent,,,,,Government,Adds to the maximum value of revolutionary zeal. Internally revolutionary zeal bonuses do not scale above 100.,Additive
,reform_progress_growth,none,EU4 reform progress from autonomy - no EU5 equivalent,,,,,Government,Changes the rate of government reform progress gain from autonomy.,Multiplicative
,monthly_reform_progress,none,EU4 monthly reform progress - no EU5 equivalent,,,,,Government,"Adds to the rate of government reform progress gain (this is modified by monthly_reform_progress_modifier, but not by reform_progress_growth).",Additive
,monthly_reform_progress_modifier,none,EU4 reform progress modifier - no EU5 equivalent,,,,,Government,Changes the rate of government reform progress gain (both from monthly_reform_progress as well as the progress from autonomy).,Multiplicative
,can_revoke_parliament_seats,none,EU4 revoke parliament seats - no EU5 equivalent,,,,,Government,Allows a country to remove seats from a province.,Constant
,parliament_chance_of_decision,none,EU4 parliament decision chance - no EU5 equivalent,,,,,Government,Adds to the chance for the debate to be ended after debate duration.,Multiplicative
,num_of_parliament_issues,none,EU4 parliament issues count - no EU5 equivalent,,,,,Government,Adds to the maximum number of issues a country can pick from.,Additive
,max_possible_parliament_seats,none,EU4 max parliament seats - no EU5 equivalent,,,,,Government,Defines the minimum amount of seats needed,Additive
,<estate>_influence_modifier,none,EU4 estate influence - EU5 uses different estate system,,,,,Estates,Modifies to the influence of the specified estate. These modifiers are defined in /Europa Universalis IV/common/estates_preload.,Multiplicative
,<estate>_loyalty_modifier,none,EU4 estate loyalty - EU5 uses estate satisfaction instead,,,,,Estates,Modifies to the loyalty equilibrium of the specified estate. These modifiers are defined in /Europa Universalis IV/common/estates_preload.,Multiplicative
,<estate>_privilege_slots,none,EU4 estate privilege slots - no EU5 equivalent,,,,,Estates,Adds to the number of possible privilege slots on the specified estate. These modifiers are defined in /Europa Universalis IV/common/estates_preload.,Additive
,all_estate_influence_modifier,none,EU4 all estate influence - no EU5 equivalent,,,,,Estates,Modifies to the influence of all estates in the country,Multiplicative
,all_estate_loyalty_equilibrium,none,EU4 all estate loyalty - no EU5 equivalent,,,,,Estates,Modifies to the loyalty equilibrium of all estates in the country.,Multiplicative
,all_estate_possible_privileges,none,EU4 all estate privileges - no EU5 equivalent,,,,,Estates,Adds to the number of possible privilege slots on all estates in the country.,Additive
,allow_free_estate_privilege_revocation,none,EU4 free estate revocation - no EU5 equivalent,,,,,Estates,Allows to revoke estate privileges without having the loyalty higher than the estates influence,Constant
,loyalty_change_on_revoked,none,EU4 revoke loyalty hit - no EU5 equivalent,,,,,Estates,Modifies the estate loyalty hit when a privilege is revoked.,Multiplicative
,estate_interaction_cooldown_modifier,none,EU4 estate interaction cooldown - no EU5 equivalent,,,,,Estates,Modifies the cooldown of the estate interactions like Seizing Land.,Multiplicative
,imperial_authority_value,none,Already matched to EU5 monthly_imperial_authority,,,,,Holy Roman Empire,Adds to the rate of imperial authority gained per month.,Additive
,free_city_imperial_authority,none,EU4 free city IA - no EU5 equivalent,,,,,Holy Roman Empire,Adds to the rate of imperial authority gained per month from Free Cities.,Additive
,imperial_mercenary_cost,none,EU4 HRE merc cost - partially matched to hre_army_building_cost_modifier,,,,,Holy Roman Empire,Modifies the cost of mercenary companies for nations within the Holy Roman Empire.,Multiplicative
,max_free_cities,none,EU4 max free cities - no EU5 equivalent,,,,,Holy Roman Empire,Adds to the maximum number of free cities allowed.,Additive
,max_electors,none,EU4 max electors - no EU5 equivalent,,,,,Holy Roman Empire,Adds to the maximum number of electors allowed.,Additive
,legitimate_subject_elector,none,EU4 elector desire - no EU5 equivalent,,,,,Holy Roman Empire,Adds to the elector desire for the current country to become Emperor (if they are a valid choice).,Additive
,manpower_against_imperial_enemies,none,EU4 manpower vs imperial enemies - no EU5 equivalent,,,,,Holy Roman Empire,Adds to the total manpower pool when at war (doesn't matter if you are rivals),Additive
,imperial_reform_catholic_approval,none,EU4 HRE reform approval - no EU5 equivalent,,,,,Holy Roman Empire,"Adds reasons for the country its applied to to vote for a reform of the Holy Roman Empire. This only has an effect on AI members of the HRE. The name of the modifier is confusing, because the modifier has nothing to do with religion at all and is also not a global modifier applied to the Emperor.",Additive
