eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
rural_settlement_upgrade_cost_modifier,,none,EU5-specific settlement upgrade (marked NOT USED),NOT USED,country,multiplicative,"percent, bad",,,
sacrifice_noble_blood_cost_modifier,,none,EU5-specific Nahua religious action,This impacts the [costs|e] of [ShowGenericActionName('sacrifice_noble_blood')].,country,multiplicative,"percent, bad",,,
salt_pans_proximity_impact,,none,EU5-specific proximity system,This impacts the [proximity|e] cost when going through [ShowTopographyName('salt_pans')].,country,,"percent, bad",,,
scaled_lost_war_cost_modifier,,none,EU5-specific war loss impact,This impacts the [costs|e] of losing a [war|e].,country,multiplicative,"percent, good",,,
sea_cost_on_distance_from_capital,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ sea_cost_on_distance_from_capital,This impacts the [proximity|e] cost between [locations|e] when going through a [seazone|e] that is not adjacent to any land.,country,,bad,Military,Modifies the base unit cost for all land units.,Multiplicative
sea_cost_on_distance_from_capital_when_maritime,,none,EU5-specific sea proximity system,This impacts the [proximity|e] cost between [locations|e] when going through a [seazone|e] with [maritime_presence|e].,country,,bad,,,
seek_alliance_with_overlord_rival_cost_modifier,,none,EU5-specific subject diplomatic action,This impacts the [costs|e] of [ShowGenericActionName('seek_alliance_with_overlord_rival')].,country,multiplicative,"percent, bad",,,
seek_relations_with_the_byzantines_price_cost_modifier,,none,EU5-specific Byzantine relations action,This impacts the [costs|e] of [ShowGenericActionName('seek_relations_with_the_byzantines')].,country,multiplicative,"percent, bad",,,
segregate_the_infected_cost_modifier,,none,EU5-specific plague/disease action,This impacts the [costs|e] of [ShowGenericActionName('segregate_the_infected')].,country,multiplicative,"percent, bad",,,
select_expensive_child_education_cost_modifier,,none,EU5-specific education action,This impacts how much it [costs|e] to start an expensive [child_education|e].,country,multiplicative,"percent, bad",,,
select_omen_god_cost_modifier,,none,EU5-specific omen action,This impacts the [costs|e] of [ShowGenericActionName('select_omen_god')].,country,multiplicative,"percent, bad",,,
select_orthodox_education_cost_modifier,,none,EU5-specific Orthodox education action,Selecting Patriarch Education,country,multiplicative,"percent, bad",,,
sell_icon_cost_modifier,,none,EU5-specific Orthodox icon action,This impacts the [costs|e] of [ShowCountryInteractionName('sell_icon')].,country,multiplicative,"percent, bad",,,
selling_efficiency,trade_efficiency,medium,Match: trade_efficiency ↔ selling_efficiency,$game_concept_selling_efficiency_desc$,country,,"percent, good",Trade,Modifies a country's trade income. (Maximum is 200%),Multiplicative
send_diplomat_cost_modifier,,none,EU5-specific diplomat sending (EU4 has envoy_travel_time but different),This impacts the [costs|e] of sending a diplomat.,country,multiplicative,"percent, good",,,
send_gift_cost_modifier,,none,EU5-specific diplomatic gift action,This impacts how much it [costs|e] to send a gift.,country,multiplicative,"percent, bad",,,
set_cabine_action_cost_modifier,,none,EU5-specific cabinet action (typo in EU5 modifier name),This impacts how much it [costs|e] to assign a [cabinet_action|e] to a [cabinet|e].,country,multiplicative,"percent, bad",,,
set_cabinet_member_cost_modifier,adm_advisor_cost;dip_advisor_cost;mil_advisor_cost,medium,EU5-specific cabinet action; EU4 per-category advisor costs (ADM/DIP/MIL) map to EU5 cabinet member cost; both represent the cost of staffing government positions,This impacts how much it [costs|e] to assign a [cabinet_member|e] to an empty position.,country,multiplicative,"percent, bad",,,
set_policy_cost_modifier,,none,EU5-specific policy action,This impacts how much it [costs|e] to set a [policy|e] to a [law|e] the first time.,country,multiplicative,"percent, bad",,,
settle_country_cost_modifier,settle_cost,medium,Related settle cost but EU4 is province tribal settle,This impacts the [costs|e] of becoming a [settled_country|e].,country,multiplicative,"percent, bad",Economy,Modifies the cost for settling tribal development into a province.,Multiplicative
shameless_privateering_modifier,,none,EU5-specific privateering flag,This country has embarked on an ignominious campaign of sponsoring pirates to harm their opponent's trade.,country,boolean,neutral,,,
shared_border_impact,,none,EU5-specific opinion mechanic,This impacts how large the negative [opinion|e] that other [countries|e] get from sharing borders.,country,,"percent, bad",,,
ship_build_speed,global_ship_recruit_speed,high,Direct equivalent - ship building/recruit speed,This impacts how quickly a [ship|e] can be built in a [country|e].,country,,"percent, good",Navy,Modifies the base recruitment speed of all ships.,Multiplicative
ship_capture_chance,capture_ship_chance,high,Direct equivalent - chance to capture ships in battle,This impacts how likely [ships|e] are to capture other [ships|e] in a [battle|e].,country,,"percent, good",Navy,Adds to the chance for ship capture during naval battles.,Additive
ship_repair_at_sea,sea_repair,medium,Semantic match: sea_repair ↔ ship_repair_at_sea,This impacts how quickly a [ship|e] can [repair|e] when adjacent to land.,unit,,"percent, good",Navy,Allows ships to repair in coastal sea zones adjacent to owned provinces.,Constant
ship_repair_at_sea_to_max_strength,sea_repair,high,Semantic match: sea_repair ↔ ship_repair_at_sea_to_max_strength,This impacts to which level a [ship|e] can [repair|e] when not in a [port|e].,unit,,"percent, good",Navy,Allows ships to repair in coastal sea zones adjacent to owned provinces.,Constant
siege_ability,siege_ability,high,Direct equivalent - siege ability,This impacts how quickly that [armies|e] can [siege|e].,unit,,"percent, good",Military,Modifies the siege ability that affects siege phase length. Reverse concept of defensiveness.,Multiplicative
sixty_books_of_the_basilika_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,How much the [bureaucracy|e] affects the [country|e].,country,multiplicative,"percent, good",,,
skill_of_new_artists,,none,EU5-specific artist system,This impacts the [artistic_skill|e] of new [artists|e].,country,,"percent, good",,,
slave_market_max_level,,none,EU5-specific slave market building,This modifies how many levels the [ShowBuildingTypeName('slave_market')] can have.,country,additive,good,,,
slave_raid_efficiency,may_perform_slave_raid,medium,Match: may_perform_slave_raid ↔ slave_raid_efficiency,This impacts how many [pops|e] an [army|e] can make into [ShowPopTypeName('slaves')].,country,,"percent, good",Navy,Allows ships to perform slave raids.,Constant
slavery_blocked,,none,EU5-specific slavery block,This impacts if a country can have [ShowPopTypeName('slaves')] or not.,country,boolean,good,,,
small_estate_building_cost_modifier,,none,EU5-specific estate building cost,This impacts how much it [costs|e] to build small [estate_buildings|e].,"country, estate",multiplicative,"percent, bad",,,
societal_value_importance_modifier,,none,EU5-specific AI importance modifier,This modifiers how much the AI country values societal value change.,country,multiplicative,good,,,
sow_discontent_monthly_cost_cost_modifier,,none,EU5-specific espionage action,This impacts the monthly [costs|e] for the [ShowRelationTypeName('sow_discontent')] [diplomatic_action|e].,country,multiplicative,"percent, bad",,,
sponsor_sin_forgiveness_cost_modifier,,none,EU5-specific religious action,This impacts the [costs|e] of [ShowGenericActionName('sponsor_sin_forgiveness')].,country,multiplicative,"percent, bad",,,
sponsor_troop_feast_cost_modifier,,none,EU5-specific troop feast action,Sponsor a Feast for the Troops,country,multiplicative,"percent, bad",,,
spy_network_construction,spy_offence,high,Both modify spy network construction/effectiveness,This impacts how good a [country|e] is at building up [spy_networks|e].,country,,"percent, good",Espionage,Modifies the base effectiveness of spies against enemies.,Multiplicative
stability_cost,stability_cost_modifier,high,Direct equivalent - stability investment/cost,Stability Investment Cost,country,,"percent, bad",Stability,Modifies the administrative power cost of raising stability.,Multiplicative
stability_decay,,none,EU5-specific stability decay,"This impacts the decay towards #V 0#! [stability|e], where the decay is a percentage of the current stability.",country,,"percent, bad",,,
stability_importance_modifier,,none,EU5-specific AI importance modifier,This modifiers how much the AI country values stability.,country,multiplicative,good,,,
stability_investment,,none,EU5-specific stability investment resource,This will either give a bonus or penalty to the [stability_investment|e] we get from [budget|e].,country,,good,,,
start_exploration_land_cost_modifier,,none,EU5-specific land exploration action,This impacts how much it [costs|e] to start an [exploration|e] mission.,country,multiplicative,"percent, bad",,,
start_exploration_sea_cost_modifier,,none,EU5-specific sea exploration action,This impacts how much it [costs|e] to start an [exploration|e] mission.,country,multiplicative,"percent, bad",,,
stop_blame_the_minorities_cost_modifier,,none,EU5-specific plague/disaster action,This impacts the [costs|e] of [ShowGenericActionName('stop_blame_the_minorities')].,country,multiplicative,"percent, bad",,,
stop_disfavoring_sect_cost_modifier,,none,EU5-specific religious sect action,This impacts the [costs|e] of [ShowGenericActionName('stop_disfavoring_sect')].,country,multiplicative,bad,,,
stop_procure_remedies_cost_modifier,,none,EU5-specific plague action,This impacts the [costs|e] of stopping to [ShowGenericActionName('stop_procure_remedies')].,country,multiplicative,"percent, bad",,,
stop_promoting_sect_cost_modifier,,none,EU5-specific religious sect action,This impacts the [costs|e] of [ShowGenericActionName('stop_promoting_sect')].,country,multiplicative,bad,,,
stop_sponsor_sin_forgiveness_cost_modifier,,none,EU5-specific religious action,This impacts the [costs|e] of [ShowGenericActionName('stop_sponsor_sin_forgiveness')].,country,multiplicative,"percent, bad",,,
strengthen_ministry_cost_modifier,,none,EU5-specific ministry action,This impacts the [costs|e] of [ShowGenericActionName('strengthen_ministry')].,country,multiplicative,"percent, bad",,,
strict_quarantines_cost_modifier,,none,EU5-specific plague/quarantine action,This impacts the [costs|e] of [ShowGenericActionName('strict_quarantines')].,country,multiplicative,"percent, bad",,,
subject_income_modifier,vassal_income,high,Direct equivalent - income from subjects/vassals,This increases how much the [subjects|e] will pay to a [country|e] each month.,country,multiplicative,"percent, good",Subject,Modifies the bonus to a country's income from their subjects.,Multiplicative
subject_loyalty,liberty_desire,medium,Match: liberty_desire ↔ subject_loyalty,This impacts the [subject_loyalty|e] that the [subjects|e] of a [country|e] gets.,country,,good,Subject,Adds to subject liberty desire against their overlord.,Additive
subject_not_obligated_to_join_war,,none,EU5-specific subject war exemption,This allows a [subject|e] to avoid joining any [war|e] the [overlord|e] #I starts#!.,country,boolean,bad,,,
subject_opinions,reduced_liberty_desire,medium,Match: reduced_liberty_desire ↔ subject_opinions,This impacts the [opinion|e] that [subjects|e] have of a [country|e].,country,,good,Subject,Adds to the liberty desire subjects have against their overlord. Applied to the overlord.,Additive
subject_pays_colonial_cost_modifier,global_tariffs,medium,Related colonial income but EU4 is tariff-specific,This impacts how much a [ShowSubjectTypeName('colonial_nation')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",Colonisation,Modifies the tariff income from colonial nations.,Multiplicative
subject_pays_maha_samanta_cost_modifier,,none,EU5-specific Indian Maha-samanta subject type,This impacts how much a [ShowSubjectTypeName('maha_samanta')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",,,
subject_pays_march_cost_modifier,,none,EU5-specific march subject income,This impacts how much a [ShowSubjectTypeName('march')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",,,
subject_pays_pradhana_maha_samanta_cost_modifier,,none,EU5-specific Indian subject type,This impacts how much a [ShowSubjectTypeName('pradhana_maha_samanta')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",,,
subject_pays_pronoia_cost_modifier,,none,EU5-specific Byzantine Pronoia subject type,Income from Prónoia Subjects,country,multiplicative,"percent, good",,,
subject_pays_samanta_cost_modifier,,none,EU5-specific Indian Samanta subject type,This impacts how much a [ShowSubjectTypeName('samanta')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",,,
subject_pays_trade_company_cost_modifier,trade_company_governing_cost,medium,Match: trade_company_governing_cost ↔ subject_pays_trade_company_cost_modifier,This impacts how much a [ShowSubjectTypeName('trade_company')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",Government,Modifies the governing capacity usage of trade companies.,Multiplicative
subject_pays_tributary_cost_modifier,,none,EU5-specific tributary subject income,This impacts how much a [ShowSubjectTypeName('tributary')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",,,
subject_pays_vassal_cost_modifier,vassal_income,high,Direct equivalent - vassal income to overlord,This impacts how much a [ShowSubjectTypeName('vassal')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",Subject,Modifies the bonus to a country's income from their subjects.,Multiplicative
subjugation_preference_modifier,,none,EU5-specific AI subjugation preference,This modifies how likely an AI [country|e] to subjugate [countries|e] via diplomacy instead of declaring [war|e].,country,multiplicative,good,,,
succession_crisis_price_cost_modifier,,none,EU5-specific succession crisis action,This impacts the [costs|e] of [actions|e] in the [ShowDisasterName('succession_crisis')] [disaster|e].,country,multiplicative,"percent, bad",,,
supply_depot_capacity,may_build_supply_depot,medium,Match: may_build_supply_depot ↔ supply_depot_capacity,This impacts how much [food|e] a [supply_depot|e] can store.,country,,good,Military,Allows a country to build supply depots,Constant
take_on_debt_cost_modifier,,none,EU5-specific debt action,Impacts the cost of taking on debts from other countries,country,multiplicative,"percent, bad",,,
target_of_military_sponsorships,,none,EU5-specific military sponsorship flag,This allows the [country|e] to be target of the [ShowRelationTypeName('military_sponsorship')] [relation_type|e] with [ShowReligionName('catholic')] countries.,country,boolean,good,,,
tatar_yoke_contribution_price_cost_modifier,,none,EU5-specific Tatar Yoke situation,This impacts the [cost|e] of the payments associated with the [GetInternationalOrganization('tatar_yoke').GetName] members.,country,multiplicative,"percent, bad",,,
tatar_yoke_leader_payments_price_cost_modifier,war_taxes_cost_modifier,medium,Semantic match: war_taxes_cost_modifier ↔ tatar_yoke_leader_payments_price_cost_modifier,This impacts the [cost|e] of the payments associated with the [GetInternationalOrganization('tatar_yoke').GetName] and the [ShowSpecialStatusName('tatar_tax_collector')].,country,multiplicative,"percent, bad",Military,Modifies the military power cost for raising war taxes.,Multiplicative
tax_income_efficiency,global_tax_modifier,high,Direct equivalent - tax income modifier,This impacts the [tax_efficiency|e] of a [country|e].,country,,"percent, good",Economy,Modifies the base tax income by a percentage.,Multiplicative
themata_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,How much the [bureaucracy|e] affects the [country|e].,country,multiplicative,"percent, good",,,
third_rome_cost_modifier,third_rome_cost_modifier,high,Direct name match - third rome action cost,This impacts the [costs|e] of [ShowGenericActionName('third_rome')].,country,multiplicative,"percent, bad",,,
tithe_cost_modifier,,none,EU5-specific tithe action,This impacts how much it [costs|e] our [estates|e] to pay the [tithe|e].,country,multiplicative,"percent, bad",,,
tithe_price_cost_modifier,,none,EU5-specific tithe action (duplicate concept),This impacts the [costs|e] of payment in the [GetUniqueInternationalOrganization('catholic_church').GetName].,country,multiplicative,"percent, bad",,,
tolerance_heathen,tolerance_heathen,high,Direct equivalent - tolerance of heathens,This impacts the [tolerance|e] of [religions|e] of a different [religion_group|e] than the [state_religion|e].,country,,good,Religion,Adds to the base tolerance for heathens within a country.,Additive
tolerance_heretic,tolerance_heretic,high,Direct equivalent - tolerance of heretics,This impacts the [tolerance|e] of [religions|e] of the same [religion_group|e] as the [state_religion|e].,country,,good,Religion,Adds to the base tolerance for heretics within a country.,Additive
tolerance_own,tolerance_own,high,Direct equivalent - tolerance of true faith,This impacts the [tolerance|e] of the [state_religion|e].,country,,good,Religion,Adds to the base tolerance for the true faith within a country.,Additive
total_loan_capacity_modifier,,none,EU5-specific loan capacity mechanic,This impacts the total amount of the [loan_capacity|e] a [country|e] can have.,country,multiplicative,"percent, good",,,
town_upgrade_cost_modifier,,none,EU5-specific town founding action,This impacts the [costs|e] of creating a [ShowLocationRankName('town')].,country,multiplicative,"percent, bad",,,
trade_company_headquarters_level,trade_company_governing_cost,medium,Match: trade_company_governing_cost ↔ trade_company_headquarters_level,This modifies how many levels a [ShowBuildingTypeName('trade_company_headquarters')] can have.,country,,good,Government,Modifies the governing capacity usage of trade companies.,Multiplicative
trade_importance_modifier,,none,EU5-specific AI importance modifier,This modifiers how much the AI country values trade.,country,multiplicative,good,,,
trade_income,trade_efficiency,high,Direct equivalent - trade income modifier,$game_concept_trade_income_desc$,country,,"percent, good",Trade,Modifies a country's trade income. (Maximum is 200%),Multiplicative
trade_isolation,,none,EU5-specific trade isolation flag,This impacts if [foreign|e] [countries|e] can [export|e] or [import|e] [goods|e] from our [markets|e].,country,boolean,good,,,
trade_land_efficiency,trade_efficiency,medium,Match: trade_efficiency ↔ trade_land_efficiency,This impacts the reach of the [trade_range|e] of a [country|e] when traveling over a [location|e].,country,,"percent, good",Trade,Modifies a country's trade income. (Maximum is 200%),Multiplicative
trade_range,trade_range_modifier,high,Both modify trade range,This impacts the [trade_range|e] of a [country|e].,country,,good,Trade,Modifies the trade range used to determine if a country can place a merchant in a trade node.,Multiplicative
trade_range_modifier,trade_range_modifier,high,Direct name match - trade range modifier,This impacts the [trade_range|e] of a [country|e].,country,multiplicative,"percent, good",Trade,Modifies the trade range used to determine if a country can place a merchant in a trade node.,Multiplicative
trade_sea_efficiency,trade_efficiency,medium,Match: trade_efficiency ↔ trade_sea_efficiency,This impacts the reach of the [trade_range|e] of a [country|e] when traveling over a [seazone|e].,country,,"percent, good",Trade,Modifies a country's trade income. (Maximum is 200%),Multiplicative
train_admiral_ability,max_admiral_fire;max_admiral_maneuver;max_admiral_shock;max_admiral_siege;leader_naval_fire;leader_naval_manuever;leader_naval_shock,medium,EU5-specific admiral training; Loose match - EU4 max admiral pip caps mapped to EU5 train_admiral_ability; both improve admiral quality ceiling; Loose match - EU4 naval leader pip minimums mapped to EU5 train_admiral_ability; both improve admiral quality floor,This [modifier|e] increased each [ability|e] of the [admiral|e] we gain via the [ShowGenericActionName('train_admiral')] [action|e],country,,good,,,
train_admiral_cost_modifier,admiral_cost;free_navy_leader_pool,high,Direct equivalent - cost to hire/train admiral; Loose match - EU4 free_navy_leader_pool (free admiral slots) mapped to EU5 train_admiral_cost_modifier (cost to recruit admirals); both make admirals more accessible,This impacts how much it [costs|e] to train a new [admiral|e].,country,multiplicative,"percent, bad",Navy,Modifies the cost of hiring an admiral.,Multiplicative
train_general_ability,leader_land_fire;leader_land_manuever;leader_land_shock;leader_siege;max_general_fire;max_general_maneuver;max_general_shock;max_general_siege,high,EU5-specific general training; Direct match - EU4 leader land pip modifiers = EU5 train_general_ability; both improve general combat skills; Loose match - EU4 max general pip caps mapped to EU5 train_general_ability; both improve general quality ceiling,This [modifier|e] increased each [ability|e] of the [general|e] we gain via the [ShowGenericActionName('train_general')] [action|e],country,,good,,,
train_general_cost_modifier,general_cost;free_land_leader_pool,high,Direct equivalent - cost to hire/train general; Loose match - EU4 free_land_leader_pool (free general slots) mapped to EU5 train_general_cost_modifier (cost to recruit generals); both make generals more accessible,This impacts how much it [costs|e] to train a new [general|e].,country,multiplicative,"percent, bad",Military,Modifies the base military power cost for recruiting Generals.,Multiplicative
transfer_subject_price_cost_modifier,,none,EU5-specific subject transfer action,This impacts the [costs|e] for the [ShowCountryInteractionName('transfer_subject')] [country_interaction|e].,country,multiplicative,"percent, bad",,,
treasure_voyage_cargo_size_modifier,treasure_fleet_income,medium,Related colonial treasure but EU4 is income-side,This modifies the amount of [gold|e] that can be sent via the [ShowGenericActionName('start_a_treasure_voyage')] [action|e].,country,multiplicative,"percent, good",Colonisation,Modifies the income from treasure fleets sent by colonial nations.,Multiplicative
tribes_estate_agenda_impact,,none,EU5-specific estate agenda,This modifies the support that the [parliament_agendas|e] that proposes from the $tribes_estate$ has.,"country, estate",,"percent, good",,,
tribes_estate_levy_size,free_leader_pool,high,Semantic match: free_leader_pool ↔ tribes_estate_levy_size,This impacts the size of [army_levies|e] and [navy_levies|e] from the $tribes_estate$.,"country, estate",,"percent, good",Military,Adds to the maximum amount of free leaders (both land leaders and navy leaders pool).,Additive
tribes_estate_max_tax,,none,EU5-specific estate tax range,This impacts the [maximum_tax|e] that can be collected from the $tribes_estate$.,"country, estate",,"percent, good",,,
tribes_estate_min_tax,,none,EU5-specific estate tax range,This impacts the [minimum_tax|e] that can be collected from the $tribes_estate$.,"country, estate",,"percent, good",,,
tribes_estate_satisfaction_decay,,none,EU5-specific estate satisfaction,This impacts how quickly the [estate_satisfaction|e] decays down to the [estate_satisfaction_equilibrium|e] for the $tribes_estate$ in this [country|e].,"country, estate",,"percent, neutral",,,
tribes_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction,This impacts how quickly the [estate_satisfaction|e] recovers to the [estate_satisfaction_equilibrium|e] for the $tribes_estate$ in this [country|e].,"country, estate",,"percent, neutral",,,
tribes_estate_target_satisfaction,,none,EU5-specific estate satisfaction equilibrium,This impacts the [estate_satisfaction_equilibrium|e] of the $tribes_estate$ in this [country|e].,"country, estate",,"percent, good",,,
tribute_payment_received_modifier,,none,EU5-specific Chinese Middle Kingdom tribute,This impacts the amount we receive from tribute in the $middle_kingdom$.,country,multiplicative,"percent, good",,,
trust_decay,,none,EU5-specific trust mechanic,This impacts how fast [trust|e] decays when it's above the equilibrium.,country,,bad,,,
trust_recovery,,none,EU5-specific trust mechanic,This impacts how fast [trust|e] recovers when it's below the equilibrium.,country,,good,,,
uc_bey_pays_cost_modifier,,none,EU5-specific Ottoman Uc bey income,This impacts how much a [ShowSubjectTypeName('uc_bey')] gives to its [overlord|e] each month.,country,multiplicative,"percent, good",,,
unemployed_slave_promotion,,none,EU5-specific pop mechanic,This is the percentage of unemployed [ShowPopTypeName('slaves')] that [promotes|e] to [ShowPopTypeName('peasants')] every month.,country,,"percent, good",,,
union_blocked_from_declaring_war,,none,EU5-specific union restriction,This prevents the [country|e] from declaring any [war|e] unless the one against the [ShowSpecialStatusName('senior_partner')] of the [union|e].,country,boolean,bad,,,
union_contribution_price_cost_modifier,,none,EU5-specific union contribution,This impacts the [costs|e] of payment in a [GetInternationalOrganizationType('union').GetName] to the [ShowSpecialStatusName('senior_partner')].,country,multiplicative,"percent, bad",,,
university_construction_blocked,,none,EU5-specific university block,This determines if a [country|e] is blocked from constructing a new [ShowBuildingTypeName('university')].,country,boolean,bad,,,
unlock_prikazi_reform_cabinet_actions,,none,EU5-specific Russian Prikazi reform,"Unlocks the [ShowCabinetActionName('aptekarsky')], [ShowCabinetActionName('bolshogo_dvortsa')], [ShowCabinetActionName('ispolneniya_zakonov')], [ShowCabinetActionName('kazenny')], [ShowCabinetActionName('posolsky')], [ShowCabinetActionName('razryadny')], and [ShowCabinetActionName('streltsy')] [cabinet_actions|e], although some of them may have additional requirements",country,boolean,good,,,
violate_treaty_of_tordesillas_cost_modifier,,none,EU5-specific Tordesillas action,This impacts the [costs|e] of [ShowGenericActionName('violate_treaty_of_tordesillas')].,country,multiplicative,"percent, good",,,
war_breaking_truce_cost_modifier,,none,EU5-specific truce breaking cost,This impacts how much it [costs|e] to declare a [war|e] while breaking a [truce|e].,country,multiplicative,"percent, bad",,,
war_breaking_truce_with_guarantor_cost_modifier,,none,EU5-specific truce/guarantor cost,This impacts how much it [costs|e] to declare a [war|e] while breaking a [truce|e] with a [guarantee|e].,country,multiplicative,"percent, bad",,,
war_declaration_stab_hit_tolerance,stability_cost_to_declare_war,medium,Related war declaration stability tolerance,How much [stability|e] a leader is prepared to lose to start a [war|e].,country,,good,Diplomacy,Modifies the stability cost to declare war. Default is 0 with a casus belli and no truce.,Additive
war_declaration_war_exhaustion_tolerance,,none,EU5-specific war exhaustion tolerance,How much extra [war_exhaustion|e] a leader is prepared to tolerate when starting a [war|e].,country,,good,,,
war_good_relations_cost_modifier,,none,EU5-specific war cost based on relations,This impacts how much it [costs|e] to declare a [war|e] when having a good [opinion|e] of the other [country|e].,country,multiplicative,"percent, bad",,,
war_great_relations_cost_modifier,,none,EU5-specific war cost based on relations,This impacts how much it [costs|e] to declare a [war|e] when having a great [opinion|e] of the other [country|e].,country,multiplicative,"percent, bad",,,
war_no_cb_cost_modifier,unjustified_demands,medium,Related unjustified war cost (EU4 is peace deal specific),This impacts how much it [costs|e] to declare a [war|e] without a [casus_belli|e].,country,multiplicative,"percent, bad",Diplomacy,Modifies the cost in diplomatic power of making unjustified demands in a peace deal.,Multiplicative
war_on_different_religion_cost_modifier,,none,EU5-specific war cost modifier,This impacts the penalty given for declaring [war|e] on someone with a different [religion|e].,country,multiplicative,"percent, bad",,,
war_on_same_religion_cb_cost_modifier,may_perform_slave_raid_on_same_religion,medium,Match: may_perform_slave_raid_on_same_religion ↔ war_on_same_religion_cb_cost_modifier,This impacts the penalty given for declaring [war|e] on someone with the same [religion|e].,country,multiplicative,"percent, bad",Navy,Grants the abiliy to conduct slave raids against nations that share the same religion.,Constant
war_on_same_religion_no_cb_cost_modifier,may_perform_slave_raid_on_same_religion,medium,Match: may_perform_slave_raid_on_same_religion ↔ war_on_same_religion_no_cb_cost_modifier,This impacts the penalty given for declaring [war|e] on someone with the same [religion|e] without a [casus_belli|e].,country,multiplicative,"percent, bad",Navy,Grants the abiliy to conduct slave raids against nations that share the same religion.,Constant
war_on_subject_cost_modifier,,none,EU5-specific war on subject cost,This impacts the penalty given for declaring [war|e] on our own [subject|e].,country,multiplicative,"percent, bad",,,
war_score_vs_other_religion_efficiency,warscore_cost_vs_other_religion,high,Direct equivalent - warscore cost vs other religion wars,This impacts how much [war_score|e] it will cost for this [country|e] to take territory from an enemy which follows a different [religion|e].,country,,"percent, good",Religion,Modifies the war score costs for peace terms while in war against countries of a different religion.,Multiplicative
war_when_military_acces_cost_modifier,war_taxes_cost_modifier,medium,Semantic match: war_taxes_cost_modifier ↔ war_when_military_acces_cost_modifier,This impacts how much it [costs|e] to declare a [war|e] when having [military_access|e] in the other [country|e].,country,multiplicative,"percent, bad",Military,Modifies the military power cost for raising war taxes.,Multiplicative
western_schism_gold_actions_price_cost_modifier,,none,EU5-specific Western Schism situation action,This impacts the [cost|e] of the [actions|e] associated with the [ShowSituationName('western_schism')] [disaster|e] which cost [gold|e].,country,multiplicative,"percent, bad",,,
western_schism_ri_actions_price_cost_modifier,,none,EU5-specific Western Schism situation action,This impacts the [cost|e] of the [actions|e] associated with the [ShowSituationName('western_schism')] [disaster|e] which cost [religious_influence|e].,country,multiplicative,"percent, bad",,,
wetlands_proximity_impact,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ wetlands_proximity_impact,This impacts the [proximity|e] cost when going through [ShowTopographyName('wetlands')].,country,,"percent, bad",Military,Modifies the base unit cost for all land units.,Multiplicative
wetlands_wasteland_proximity_impact,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ wetlands_wasteland_proximity_impact,This impacts the [proximity|e] cost when going through [ShowTopographyName('wetlands_wasteland')].,country,,"percent, bad",Military,Modifies the base unit cost for all land units.,Multiplicative
win_war_chance_threshold,,none,EU5-specific AI war chance threshold,Leaders will not attempt to start wars unless they think they have at least this percentage chance of winning.,country,,"percent, good",,,
wrong_culture_levy_size,free_leader_pool,medium,Semantic match: free_leader_pool ↔ wrong_culture_levy_size,This impacts how big [army_levies|e] and [navy_levies|e] can be from [pops|e] of [non_accepted_cultures|e].,country,,"percent, good",Military,Adds to the maximum amount of free leaders (both land leaders and navy leaders pool).,Additive
,army_professionalism,none,EU4 army professionalism concept - no direct EU5 equivalent,,,,,,,
,drill_gain_modifier,none,EU4 army drill mechanic - no EU5 equivalent,,,,,Military,Modifies the army drill gains while drilling,Multiplicative
,drill_decay_modifier,none,EU4 army drill mechanic - no EU5 equivalent,,,,,Military,Modifies the army drill decay rate per year.,Multiplicative
,no_cost_for_reinforcing,none,EU4 free reinforcement flag - no EU5 equivalent,,,,,Military,Allows free reinforcement for units.,Constant
,artillery_barrage_cost,none,EU4 artillery barrage action cost - no EU5 equivalent,,,,,Military,Modifies the cost for using 'Artillery Barrage' action during sieges.,Multiplicative
,raze_power_gain,none,EU4 monarch power from razing - EU5 removed monarch power,,,,,Military,Modifies the amount of monarch power gained from razing.,Multiplicative
,regiment_manpower_usage,none,EU4 regiment manpower usage - no EU5 equivalent,,,,,Military,Modifies the manpower usage for reinforcement by regiments.,Multiplicative
,capped_by_forcelimit,none,EU4 forcelimit cap flag - no EU5 equivalent,,,,,Military,Forbids countries to go over their forcelimit,Constant
,global_attacker_dice_roll_bonus,none,EU4 attacker dice bonus - no EU5 equivalent,,,,,Military,Adds to the global attacker dice roll bonus,Additive
,global_defender_dice_roll_bonus,none,EU4 defender dice bonus - no EU5 equivalent,,,,,Military,Adds to the global defender dice roll bonus,Additive
